"","Municipi","Any","Comarca","Població","paper_cartro","vidre","envasos","piles","kg_hab_any_recollida","rs_rm","suma_fraccio_resta","kg_hab_any","model_rs","percentatge_poblacio_pap","fraccions_pap"
"10261","Palafolls",2013,"Maresme",9081,162.18,152.32,99.19,0.41,185.97,32.01,3587.57,581.04,NA,0,NA
"10262","Palafolls",2014,"Maresme",9065,139.7,138.72,100.36,0.44,84.46,17.27,3666.6,488.94,NA,0,NA
"10263","Palafolls",2017,"Maresme",9171,141.77,149.63,121.62,0.78,208.75,34.77,3592.18,600.44,NA,0,NA
"10264","Palafolls",2016,"Maresme",9133,148.95,165.24,112.1,0.92,215.37,36.21,3464.49,594.71,NA,0,NA
"10265","Palafolls",2018,"Maresme",9256,166.46,135.25,128.2,0.75,235.86,37.3,3669.36,632.29,NA,0,NA
"10266","Palafolls",2019,"Maresme",9405,260.19,251.6,280.44,0.95,308.96,52.08,2674.24,593.31,NA,0,NA
"10267","Palafrugell",2000,"Baix Empordà",17303,250.2,234,50.04,0,30.92,3.31,15653.1,935.57,"Vorera i porta a porta",0,"5"
"10269","Palafrugell",2015,"Baix Empordà",22733,653.29,825.1,575.62,1.9,287.24,41.86,9069.32,686.19,"Vorera i porta a porta",11,"5"
"10270","Palafrugell",2009,"Baix Empordà",22365,893.51,1000.34,415.6,1.2,260.39,33.15,11744.7,785.53,"Vorera i porta a porta",0,"5"
"10271","Palafrugell",2019,"Baix Empordà",22974,1138.34,1006.74,937.4,1.53,322.08,47.58,8150.98,676.87,"Vorera i porta a porta",11,"5"
"10272","Palafrugell",2008,"Baix Empordà",22109,891.96,1003.53,320.37,1.46,204.15,26.56,12482.7,768.75,"Vorera i porta a porta",0,"5"
"10273","Palafrugell",2014,"Baix Empordà",22763,715.77,931.23,627.57,2.21,283.49,41.81,8982.89,678.12,"Vorera i porta a porta",11,"5"
"10274","Palafrugell",2018,"Baix Empordà",22860,1051.04,1040.36,860.22,1.5,307.79,43.83,9016.28,702.2,"Vorera i porta a porta",11,"5"
"10275","Palafrugell",2013,"Baix Empordà",22942,684.48,805.1,525.64,1.99,258.16,39.78,8967.5,649.03,"Vorera i porta a porta",11,"5"
"10276","Palafrugell",2003,"Baix Empordà",19635,494.46,443.12,185.51,0.59,117.39,13.6,14643.75,863.19,"Vorera i porta a porta",0,"5"
"10277","Palafrugell",2002,"Baix Empordà",18322,431.57,410.82,181.54,0.98,114.97,12.39,14899.32,928.16,"Vorera i porta a porta",0,"5"
"10278","Palafrugell",2005,"Baix Empordà",20509,480.58,520.34,168.53,1.06,157.44,19.49,13335,807.64,"Vorera i porta a porta",0,"5"
"10279","Palafrugell",2004,"Baix Empordà",19813,535.85,671.97,221.27,1.74,141.85,16.14,14602,878.84,"Vorera i porta a porta",0,"5"
"10280","Palafrugell",2001,"Baix Empordà",17303,246.92,322.63,114.29,0.39,63.72,6.57,15688.9,970.44,"Vorera i porta a porta",0,"5"
"10281","Palafrugell",2017,"Baix Empordà",22725,998.79,986.46,770.81,1.56,319.95,45.26,8794.18,706.94,"Vorera i porta a porta",11,"5"
"10282","Palafrugell",2007,"Baix Empordà",21412,706.69,898.28,263.29,1.64,200.65,24.79,13033.2,809.33,"Vorera i porta a porta",0,"5"
"10283","Palafrugell",2006,"Baix Empordà",21307,647.43,690.32,187.8,1.1,191.97,23.67,13188.53,810.95,"Vorera i porta a porta",0,"5"
"10284","Palafrugell",2012,"Baix Empordà",22880,676.82,717.39,572.17,1.6,264.83,38.68,9604.54,684.61,"Vorera i porta a porta",11,"5"
"10285","Palafrugell",2011,"Baix Empordà",22816,732.44,783.5,568.95,1.79,287.01,39.91,9859.02,719.12,"Vorera i porta a porta",11,"5"
"10286","Palafrugell",2016,"Baix Empordà",22868,876.95,809.01,665.97,1.42,302.69,44.75,8547.71,676.47,"Vorera i porta a porta",11,"5"
"10287","Palamós",2000,"Baix Empordà",14239,154.6,237.8,75.37,0.66,103.08,11.57,11216.4,890.81,NA,0,NA
"10288","Palamós",2001,"Baix Empordà",14239,188.29,270.08,120.25,0.13,126.7,13.3,11760.7,952.65,NA,0,NA
"10289","Palamós",2002,"Baix Empordà",14842,322.89,284.99,159.39,1.51,121.7,13.59,11485.13,895.53,NA,0,NA
"10290","Palamós",2003,"Baix Empordà",15968,343.96,288.16,183.73,1.28,135.78,16.16,11250.94,840.37,NA,0,NA
"10291","Palamós",2007,"Baix Empordà",17400,522.09,615.15,254.2,0.96,176.84,21.14,11477.4,836.47,NA,0,NA
"10292","Palamós",2004,"Baix Empordà",16231,383.82,383.36,153.53,0.75,140.04,17.06,11049,820.78,NA,0,NA
"10293","Palamós",2011,"Baix Empordà",17918,550.86,683.66,444.18,0.91,221.62,29.82,9346.22,743.23,NA,0,NA
"10294","Palamós",2008,"Baix Empordà",17766,556.94,599.26,326.19,1.54,181.09,22.94,10809.5,789.52,NA,0,NA
"10295","Palamós",2005,"Baix Empordà",16817,405.55,475.88,161.87,0.8,134.32,16.7,11268,804.35,NA,0,NA
"10296","Palamós",2012,"Baix Empordà",17813,484.67,510.28,445.26,1.18,230.4,31.78,8811.84,725.09,NA,0,NA
"10297","Palamós",2019,"Baix Empordà",17910,679.13,794.09,643.05,1.39,372.23,49.54,6790.66,751.39,NA,0,NA
"10298","Palamós",2009,"Baix Empordà",18161,544.68,618.32,379.86,1.01,191.71,25.28,10288.6,758.23,NA,0,NA
"10299","Palamós",2006,"Baix Empordà",17197,481.15,567.92,209.58,1.17,154.46,19.01,11317.9,812.59,NA,0,NA
"10300","Palamós",2013,"Baix Empordà",17830,453.71,634.69,408.18,1.17,239.79,34.29,8191.56,699.21,NA,0,NA
"10301","Palamós",2010,"Baix Empordà",18057,571.48,680.4,430.91,1.22,234.74,29.6,10083.6,793.18,NA,0,NA
"10302","Palamós",2017,"Baix Empordà",17743,510.32,654.34,564.68,0.93,314.23,43.15,7346.06,728.26,NA,0,NA
"10303","Palamós",2014,"Baix Empordà",17805,434.62,637.94,426.54,1.06,259.55,36.92,7895.92,703.02,NA,0,NA
"10304","Palamós",2018,"Baix Empordà",17898,626.67,681.52,615.74,0.9,339.67,45.46,7292.46,747.11,NA,0,NA
"10305","Palamós",2015,"Baix Empordà",17911,449.74,668.79,697.4,1.54,297.86,43.19,7017.29,689.64,NA,0,NA
"10306","Palamós",2016,"Baix Empordà",17677,486.24,684.35,550.1,1.12,284.41,40.7,7324.74,698.77,NA,0,NA
"10307","Palau-Sator",2000,"Baix Empordà",286,6.87,24.2,1.98,0,115.61,14.54,194.27,794.87,NA,0,NA
"10308","Palau-Sator",2001,"Baix Empordà",286,10.56,32,3.33,0,160.51,19.81,185.77,810.06,NA,0,NA
"10309","Palau-Sator",2002,"Baix Empordà",283,11.87,31.85,4.87,0.01,178.53,15.49,275.56,1152.24,NA,0,NA
"10310","Palau-Sator",2003,"Baix Empordà",287,16.66,34.61,8.42,0.02,212.41,17.02,297.26,1248.15,NA,0,NA
"10311","Palau-Sator",2007,"Baix Empordà",289,26.11,47.85,11,0.02,500.5,33.8,283.25,1480.6,NA,0,NA
"10312","Palau-Sator",2004,"Baix Empordà",284,22.19,35.42,8.15,0.01,234.09,18.57,291.56,1260.71,NA,0,NA
"10313","Palau-Sator",2011,"Baix Empordà",294,21.99,38.65,13.67,0,583.98,46.92,194.2,1244.52,NA,0,NA
"10314","Palau-Sator",2008,"Baix Empordà",289,26.89,37.3,16.18,0.02,600.14,40.7,252.72,1474.61,NA,0,NA
"10315","Palau-Sator",2005,"Baix Empordà",283,22.95,35.84,6.12,0.02,239.1,18.75,293.16,1275,NA,0,NA
"10316","Palau-Sator",2012,"Baix Empordà",294,19.16,25.06,11.3,0.01,777.05,55.24,185.12,1406.71,NA,0,NA
"10317","Palau-Sator",2009,"Baix Empordà",290,21.87,42.52,15.15,0,627.37,45.22,220.4,1387.37,NA,0,NA
"10318","Palau-Sator",2006,"Baix Empordà",280,22.61,41.17,8.02,0.04,372.96,25.72,301.56,1449.96,NA,0,NA
"10319","Palau-Sator",2013,"Baix Empordà",306,21.56,44.53,12.04,0.01,813.7,55.33,201,1470.57,NA,0,NA
"10320","Palau-Sator",2010,"Baix Empordà",290,21.05,37.84,16.26,0.02,617.33,46.09,209.4,1339.4,NA,0,NA
"10321","Palau-Sator",2014,"Baix Empordà",305,20.61,59.9,12.59,0,889.46,56.91,205.4,1562.9,NA,0,NA
"10322","Palau-Sator",2018,"Baix Empordà",295,20.07,25.61,18.23,0.02,919.93,62.41,163.44,1473.97,NA,0,NA
"10323","Palau-Sator",2015,"Baix Empordà",298,15.91,48.53,12.91,0.01,847.29,56.42,195,1501.65,NA,0,NA
"10324","Palau-Sator",2016,"Baix Empordà",297,17.96,48.51,13.66,0.02,863.95,57.36,190.75,1506.21,NA,0,NA
"10325","Palau-Sator",2017,"Baix Empordà",285,18.48,34.68,15.25,0.02,905.33,61.59,160.91,1469.93,NA,0,NA
"10326","Palau-Sator",2019,"Baix Empordà",310,21.85,33.57,18.58,0.03,848.84,63.86,148.93,1329.25,NA,0,NA
"10327","Palau-Saverdera",2000,"Alt Empordà",753,3.17,15,1.98,0.14,26.99,3.39,578.55,795.32,NA,0,NA
"10328","Palau-Saverdera",2001,"Alt Empordà",753,6.08,22,2.39,0,42.77,4.87,629.24,878.41,NA,0,NA
"10329","Palau-Saverdera",2002,"Alt Empordà",852,7.49,30,3.75,0,48.45,5.29,738.41,915.13,NA,0,NA
"10330","Palau-Saverdera",2003,"Alt Empordà",1068,7.97,25.8,4.16,0,35.89,5.06,719.45,709.53,NA,0,NA
"10331","Palau-Saverdera",2004,"Alt Empordà",1031,11.66,32.4,4.79,0,47.69,6.45,713.04,739.29,NA,0,NA
"10332","Palau-Saverdera",2005,"Alt Empordà",1178,16.43,26.92,5.97,0.04,48.12,7.14,736.94,673.71,NA,0,NA
"10333","Palau-Saverdera",2006,"Alt Empordà",1197,23.79,39.21,8.25,0,60.29,7.85,847.26,768.11,NA,0,NA
"10334","Palau-Saverdera",2007,"Alt Empordà",1300,34.26,47.6,7.64,0,68.96,9.42,861.77,731.86,NA,0,NA
"10335","Palau-Saverdera",2008,"Alt Empordà",1423,46.63,44,10.2,0.01,72.51,11.56,789.32,627.2,NA,0,NA
"10336","Palau-Saverdera",2009,"Alt Empordà",1451,42.04,48.94,11.79,0.01,209.66,30.06,707.69,697.39,NA,0,NA
"10337","Palau-Saverdera",2010,"Alt Empordà",1475,32.76,71.23,14.23,0.02,268.71,38.24,640.08,702.66,NA,0,NA
"10338","Palau-Saverdera",2012,"Alt Empordà",1481,23.4,43.67,12.21,0.01,120.22,20.44,692.92,588.09,NA,0,NA
"10339","Palau-Saverdera",2011,"Alt Empordà",1488,31.73,59.29,15.04,0.11,308.6,40.73,668.25,757.69,NA,0,NA
"10340","Palau-Saverdera",2015,"Alt Empordà",1485,24.66,42,15.39,0.08,138.65,23.06,686.78,601.13,NA,0,NA
"10341","Palau-Saverdera",2013,"Alt Empordà",1461,20.07,44.38,13.25,0.05,171.59,27.16,672.39,631.81,NA,0,NA
"10342","Palau-Saverdera",2016,"Alt Empordà",1471,22.96,45.52,14.68,0.02,148.95,24.26,683.9,613.87,NA,0,NA
"10343","Palau-Saverdera",2017,"Alt Empordà",1456,34.72,53.31,20.18,0.1,168.35,27.15,657.6,620,NA,0,NA
"10344","Palau-Saverdera",2014,"Alt Empordà",1437,22.93,40.6,16.22,0,105.4,18.38,672.77,573.58,NA,0,NA
"10345","Palau-Saverdera",2018,"Alt Empordà",1439,28,44.2,23.17,0.03,131.71,24.72,577.15,532.79,NA,0,NA
"10346","Palau-Saverdera",2019,"Alt Empordà",1476,33.76,56.9,32.33,0.04,396.14,52.21,535.19,758.74,NA,0,NA
"10347","Palau-Solità I Plegamans",2013,"Vallès Occidental",14454,529.47,384.03,865.26,1.08,364.97,75.54,1708.08,483.14,"Porta a porta",100,"2"
"10348","Palau-Solità I Plegamans",2006,"Vallès Occidental",13310,483.38,259.94,167.9,0.73,179.54,28.06,6128.14,639.96,"Porta a porta",0,"2"
"10349","Palau-Solità I Plegamans",2016,"Vallès Occidental",14494,510.84,373.24,947.36,1.47,371.65,75.2,1776.49,494.22,"Porta a porta",100,"2"
"10350","Palau-Solità I Plegamans",2009,"Vallès Occidental",14070,674.16,433.54,747.62,1.53,398.06,79.2,1471.21,502.62,"Porta a porta",100,"2"
"10351","Palau-Solità I Plegamans",2001,"Vallès Occidental",9689,233.28,208.14,62.48,0.62,158.41,21.33,5660,742.57,"Porta a porta",0,"2"
"10352","Palau-Solità I Plegamans",2000,"Vallès Occidental",9689,182.69,135.07,38.46,1,143.27,20.01,5548.08,715.89,"Porta a porta",0,"2"
"10353","Palau-Solità I Plegamans",2012,"Vallès Occidental",14484,547.96,384.48,862.94,0.76,374.57,79.27,1418.86,472.53,"Porta a porta",100,"2"
"10354","Palau-Solità I Plegamans",2019,"Vallès Occidental",14771,468.49,396.5,1011.64,1.32,392.76,75.31,1902.26,521.55,"Porta a porta",100,"2"
"10356","Palau-Solità I Plegamans",2004,"Vallès Occidental",12499,354.52,156.56,130.58,0.83,179.21,26.56,6195.06,674.85,"Porta a porta",0,"2"
"10357","Palau-Solità I Plegamans",2015,"Vallès Occidental",14457,525.37,406.38,960.06,1.54,383.36,76.17,1733.86,503.29,"Porta a porta",100,"2"
"10358","Palau-Solità I Plegamans",2003,"Vallès Occidental",11919,314.73,184,109,0.24,218.65,30.29,5999,721.96,"Porta a porta",0,"2"
"10359","Palau-Solità I Plegamans",2002,"Vallès Occidental",11384,244.5,157.5,86.7,0.77,156.29,21.69,6425.18,720.69,"Porta a porta",0,"2"
"10360","Palau-Solità I Plegamans",2005,"Vallès Occidental",12836,425.12,188.79,145.06,0.5,156.33,24.33,6239.8,642.45,"Porta a porta",0,"2"
"10361","Palau-Solità I Plegamans",2017,"Vallès Occidental",14626,495.23,384.22,944.64,1.4,394.09,75.27,1894.06,523.59,"Porta a porta",100,"2"
"10362","Palau-Solità I Plegamans",2018,"Vallès Occidental",14636,499.39,404.86,990.48,1.43,375.29,73.42,1988.52,511.16,"Porta a porta",100,"2"
"10363","Palau-Solità I Plegamans",2011,"Vallès Occidental",14352,615.08,397.82,855.56,0.73,397.42,79.38,1481.58,500.66,"Porta a porta",100,"2"
"10364","Palau-Solità I Plegamans",2007,"Vallès Occidental",13594,621.75,305,234.2,1.26,254.02,37.68,5710.41,674.09,"Porta a porta",0,"2"
"10365","Palau-Solità I Plegamans",2014,"Vallès Occidental",14454,516.62,352.15,883.76,1.38,339.95,70.1,2095.38,484.92,"Porta a porta",100,"2"
"10366","Palau-Solità I Plegamans",2010,"Vallès Occidental",14190,649.74,455.06,843.72,1.52,358.29,76.25,1583.96,469.91,"Porta a porta",100,"2"
"10367","Palau D'anglesola, El",2000,"Pla d'Urgell",1623,14.69,20.75,6.88,0,32.69,8.24,590.89,396.77,NA,0,NA
"10368","Palau D'anglesola, El",2001,"Pla d'Urgell",1623,14.23,23.67,7.25,0.05,39.1,10.01,570.46,390.58,NA,0,NA
"10369","Palau D'anglesola, El",2002,"Pla d'Urgell",1685,20.12,26.42,8.43,0.01,36.28,8.7,641.35,416.91,NA,0,NA
"10370","Palau D'anglesola, El",2003,"Pla d'Urgell",1741,23.92,23.83,13.68,0.01,45.09,10.59,662.66,425.71,NA,0,NA
"10371","Palau D'anglesola, El",2004,"Pla d'Urgell",1775,25.64,24,14.95,0.03,45.68,11.14,646.91,410.14,NA,0,NA
"10372","Palau D'anglesola, El",2005,"Pla d'Urgell",1816,28.96,26.6,20.19,0.1,51.1,12.39,656.32,412.5,NA,0,NA
"10373","Palau D'anglesola, El",2006,"Pla d'Urgell",1883,32.44,36.29,16.76,0.02,60.59,13.74,715.94,440.8,NA,0,NA
"10374","Palau D'anglesola, El",2007,"Pla d'Urgell",1947,38.9,42.56,18.46,0.23,73.85,16.33,736.57,452.16,NA,0,NA
"10375","Palau D'anglesola, El",2008,"Pla d'Urgell",2050,46.01,49.51,24.51,0.05,85.66,19.12,743.07,448.14,NA,0,NA
"10376","Palau D'anglesola, El",2009,"Pla d'Urgell",2099,57.54,52.03,70.92,0.38,223.07,67.45,225.92,330.7,NA,0,NA
"10377","Palau D'anglesola, El",2010,"Pla d'Urgell",2120,55.72,51.9,73.16,0.29,245.46,67.2,254.03,365.28,NA,0,NA
"10378","Palau D'anglesola, El",2017,"Pla d'Urgell",2183,52.17,44.41,62.14,0.2,174.5,50.87,367.91,343.03,NA,0,NA
"10379","Palau D'anglesola, El",2011,"Pla d'Urgell",2172,50.32,51.78,78.51,0.31,235.6,66.69,255.56,353.26,NA,0,NA
"10380","Palau D'anglesola, El",2012,"Pla d'Urgell",2185,43.75,49.63,80.05,0,223.25,66.86,241.75,333.89,NA,0,NA
"10381","Palau D'anglesola, El",2018,"Pla d'Urgell",2163,54.12,38.65,70.07,0.27,189.96,52.8,367.29,359.76,NA,0,NA
"10382","Palau D'anglesola, El",2016,"Pla d'Urgell",2153,51.52,47.13,64.79,0.24,183.48,53.63,341.53,342.11,NA,0,NA
"10383","Palau D'anglesola, El",2015,"Pla d'Urgell",2136,48.92,47.67,71.18,0.17,217.55,62.32,280.92,349.07,NA,0,NA
"10384","Palau D'anglesola, El",2013,"Pla d'Urgell",2185,58.48,49.79,75.35,0.25,224.04,65.34,259.63,342.86,NA,0,NA
"10385","Palau D'anglesola, El",2014,"Pla d'Urgell",2135,46.99,51.43,68.14,0.16,214.46,63.01,268.83,340.38,NA,0,NA
"10386","Palau D'anglesola, El",2019,"Pla d'Urgell",2166,54.36,40.37,68.79,0.36,186.5,52.79,361.32,353.32,NA,0,NA
"10387","Palau De Santa Eulàlia",2000,"Alt Empordà",94,2.93,2.6,0.89,0,68.34,10.61,54.13,644.2,NA,0,NA
"10388","Palau De Santa Eulàlia",2004,"Alt Empordà",84,2.25,4,1.5,0,92.37,10.73,64.57,861.06,NA,0,NA
"10389","Palau De Santa Eulàlia",2001,"Alt Empordà",94,2.46,3,1.6,0,75.16,9.78,65.2,768.82,NA,0,NA
"10390","Palau De Santa Eulàlia",2005,"Alt Empordà",88,2.56,3.2,1.53,0,82.85,10.91,59.53,759.33,NA,0,NA
"10391","Palau De Santa Eulàlia",2002,"Alt Empordà",80,1.99,4,1.14,0,89.11,8.12,80.65,1097.24,NA,0,NA
"10392","Palau De Santa Eulàlia",2006,"Alt Empordà",91,3.19,4.6,2.09,0,109.36,13.74,62.49,796.07,NA,0,NA
"10393","Palau De Santa Eulàlia",2003,"Alt Empordà",86,2.97,2.6,1.59,0,83.3,9.77,66.14,852.37,NA,0,NA
"10394","Palau De Santa Eulàlia",2007,"Alt Empordà",95,5,4.6,2.62,0,128.71,17.46,57.82,737.34,NA,0,NA
"10395","Palau De Santa Eulàlia",2014,"Alt Empordà",98,2.98,3.97,3.52,0.01,280.82,57.74,20.14,486.33,NA,0,NA
"10396","Palau De Santa Eulàlia",2011,"Alt Empordà",104,3.23,6.83,1.71,0,119.15,30.84,27.79,386.35,NA,0,NA
"10397","Palau De Santa Eulàlia",2008,"Alt Empordà",105,3.32,4.6,1.51,0,91.48,23.75,30.83,385.1,NA,0,NA
"10398","Palau De Santa Eulàlia",2012,"Alt Empordà",100,3.68,17.35,3.6,0.02,272.25,54.15,23.05,502.75,NA,0,NA
"10399","Palau De Santa Eulàlia",2009,"Alt Empordà",112,2.92,4.2,1.69,0,78.98,22.48,30.5,351.29,NA,0,NA
"10400","Palau De Santa Eulàlia",2013,"Alt Empordà",101,4.08,4.66,2.08,0,135.99,35.58,24.87,382.23,NA,0,NA
"10401","Palau De Santa Eulàlia",2010,"Alt Empordà",105,3.42,7.43,1.75,0,120.06,32.38,26.33,370.83,NA,0,NA
"10402","Palau De Santa Eulàlia",2016,"Alt Empordà",90,4.19,4.18,3.66,0,159.6,38.62,22.83,413.32,NA,0,NA
"10403","Palau De Santa Eulàlia",2017,"Alt Empordà",96,3.96,4.96,3.29,0,233.46,50.89,21.63,458.77,NA,0,NA
"10404","Palau De Santa Eulàlia",2018,"Alt Empordà",95,4.96,6.78,4.59,0.01,299.96,57.51,21.05,521.54,NA,0,NA
"10405","Palau De Santa Eulàlia",2015,"Alt Empordà",88,3.75,4.07,2.75,0.01,163.45,36.88,24.62,443.22,NA,0,NA
"10406","Palau De Santa Eulàlia",2019,"Alt Empordà",91,4.08,5.32,3.36,0,359.39,59.97,21.83,599.28,NA,0,NA
"10407","Pallaresos, Els",2003,"Tarragonès",2811,27.53,40.7,29.5,0,34.81,20.87,371,166.79,NA,0,NA
"10408","Pallaresos, Els",2000,"Tarragonès",2179,18.47,41.48,4.73,0,29.73,4.39,1411,677.28,NA,0,NA
"10409","Pallaresos, Els",2004,"Tarragonès",3000,27.72,32.88,24.33,0,146.69,19.97,1763.97,734.68,NA,0,NA
"10410","Pallaresos, Els",2001,"Tarragonès",2179,18.26,32.15,10.58,0,28.04,4.22,1387,664.57,NA,0,NA
"10411","Pallaresos, Els",2005,"Tarragonès",3144,45.67,45.42,32.46,0.03,165.11,20.69,1990.34,798.17,NA,0,NA
"10412","Pallaresos, Els",2002,"Tarragonès",2701,21.24,38.95,24.38,0,31.35,5.1,1576.08,614.86,NA,0,NA
"10413","Pallaresos, Els",2006,"Tarragonès",3346,55.01,44.6,21.49,0,147.92,19.72,2015.46,750.26,NA,0,NA
"10414","Pallaresos, Els",2007,"Tarragonès",3538,89.48,58.66,61.77,0.1,255.84,31.57,1962.1,810.41,NA,0,NA
"10415","Pallaresos, Els",2008,"Tarragonès",3828,123.59,71.61,109.73,0,235.5,32.1,1907.04,733.69,NA,0,NA
"10416","Pallaresos, Els",2009,"Tarragonès",3991,119.28,79.56,98.74,0,223.81,33.14,1801.86,675.29,NA,0,NA
"10417","Pallaresos, Els",2010,"Tarragonès",4126,112.63,82.48,96.01,0.17,271.78,45.14,1362.86,602.09,NA,0,NA
"10418","Pallaresos, Els",2011,"Tarragonès",4265,97.48,84.77,95.95,0.1,219.01,37.82,1535.99,579.15,NA,0,NA
"10419","Pallaresos, Els",2012,"Tarragonès",4387,98.18,81.15,93.52,0.12,284.25,48.08,1346.49,591.18,NA,0,NA
"10420","Pallaresos, Els",2013,"Tarragonès",4450,87.11,82.41,90.19,0.15,267.79,45.81,1409.81,584.6,NA,0,NA
"10421","Pallaresos, Els",2014,"Tarragonès",4479,86.54,75.95,91.67,0.04,260.66,44.34,1465.36,587.82,NA,0,NA
"10422","Pallaresos, Els",2015,"Tarragonès",4547,86.11,71.43,102.38,0.17,206.75,40.6,1375.42,509.24,NA,0,NA
"10423","Pallaresos, Els",2017,"Tarragonès",4635,90.07,67.19,100.03,0.15,189.98,40.19,1310.58,472.73,NA,0,NA
"10424","Pallaresos, Els",2016,"Tarragonès",4597,86.08,74.46,99.22,0.12,243.16,45.53,1337.06,534.02,NA,0,NA
"10425","Pallaresos, Els",2018,"Tarragonès",4739,87.45,60.13,130.8,0.31,221.23,45.46,1257.78,486.64,NA,0,NA
"10426","Pallaresos, Els",2019,"Tarragonès",4777,95.61,82.38,139.54,0.16,196.71,42.7,1261.16,460.72,NA,0,NA
"10427","Pallejà",2000,"Baix Llobregat",6846,124,86.32,26.26,0.46,80.53,12.72,3784,633.26,NA,0,NA
"10428","Pallejà",2001,"Baix Llobregat",6846,234.55,137.22,97.67,0.48,179.7,32.75,2526,548.67,NA,0,NA
"10429","Pallejà",2002,"Baix Llobregat",8399,150.3,137.6,16.02,0.56,211.74,41.32,2526,512.49,NA,0,NA
"10430","Pallejà",2003,"Baix Llobregat",8544,469.65,216.56,306.73,0.97,308.06,49.3,2707,624.89,NA,0,NA
"10431","Pallejà",2004,"Baix Llobregat",9746,490.88,200.63,191.97,0.48,229.38,38.18,3619.1,600.72,NA,0,NA
"10432","Pallejà",2005,"Baix Llobregat",10192,515.39,253.32,323.52,0.79,296.64,49.95,3029.5,593.88,NA,0,NA
"10433","Pallejà",2006,"Baix Llobregat",10535,233.35,187.63,321.72,0.68,201.2,39.86,3197.71,504.73,NA,0,NA
"10434","Pallejà",2007,"Baix Llobregat",10819,203.77,227.32,363.07,0.78,196.7,40.68,3102.59,483.47,NA,0,NA
"10435","Pallejà",2008,"Baix Llobregat",11011,213.94,220.5,355.98,1.16,195.67,36.95,3676.68,529.58,NA,0,NA
"10436","Pallejà",2009,"Baix Llobregat",11134,375.74,279.56,228.88,1.58,267.19,49.49,3035.64,539.83,NA,0,NA
"10437","Pallejà",2010,"Baix Llobregat",11263,378.54,243.89,208.51,0,278.52,50.38,3089.3,552.81,NA,0,NA
"10438","Pallejà",2011,"Baix Llobregat",11272,345.18,255.24,193.4,0.46,275.62,49.37,3186.36,558.3,NA,0,NA
"10439","Pallejà",2012,"Baix Llobregat",11255,289.22,223.03,169.76,0.74,246.12,47.34,3081.77,519.93,NA,0,NA
"10440","Pallejà",2013,"Baix Llobregat",11208,270.91,220.82,171.51,1.25,234.78,45.66,3131.24,514.15,NA,0,NA
"10441","Pallejà",2018,"Baix Llobregat",11486,342.65,274.72,208.82,1.1,299.54,50.17,3417.51,597.08,NA,0,NA
"10442","Pallejà",2015,"Baix Llobregat",11298,268.15,228.39,166.13,0.62,297.15,54.64,2787.1,543.84,NA,0,NA
"10443","Pallejà",2014,"Baix Llobregat",11253,283.04,236.09,178.27,1.15,296.44,52.66,2999.3,562.97,NA,0,NA
"10444","Pallejà",2019,"Baix Llobregat",11508,340.36,267.32,206.54,0.8,343.13,57.75,2889.06,594.18,NA,0,NA
"10445","Pallejà",2016,"Baix Llobregat",11348,265.93,231.76,169.09,1.01,261.02,49.63,3006.16,525.93,NA,0,NA
"10446","Pallejà",2017,"Baix Llobregat",11416,287.07,232.17,173.52,0.86,304.96,53.27,3053.56,572.44,NA,0,NA
"10447","Palma D'ebre, La",2000,"Ribera d'Ebre",421,1.83,5.46,0.38,0,18.27,4.91,149.07,372.36,NA,0,NA
"10448","Palma D'ebre, La",2001,"Ribera d'Ebre",421,2.71,9.4,0.69,0,30.48,7.82,151.22,389.66,NA,0,NA
"10449","Palma D'ebre, La",2002,"Ribera d'Ebre",405,8.16,5.59,0.83,0,36.02,8.78,151.53,410.17,NA,0,NA
"10450","Palma D'ebre, La",2003,"Ribera d'Ebre",406,0,0,0,0,0.01,0,145.82,359.17,NA,0,NA
"10451","Palma D'ebre, La",2007,"Ribera d'Ebre",421,31.43,13.51,8.05,0,125.91,19.91,213.19,632.3,NA,0,NA
"10452","Palma D'ebre, La",2004,"Ribera d'Ebre",403,12.99,7.16,2.82,0,57.01,13.64,145.47,417.97,NA,0,NA
"10453","Palma D'ebre, La",2008,"Ribera d'Ebre",416,32.38,15.81,8.95,0,137.41,27.31,152.15,503.16,NA,0,NA
"10454","Palma D'ebre, La",2005,"Ribera d'Ebre",403,17.55,11.03,4.21,0,81.4,20.67,125.86,393.71,NA,0,NA
"10455","Palma D'ebre, La",2009,"Ribera d'Ebre",413,27.81,20.07,9.14,0,138.09,23.41,186.59,589.87,NA,0,NA
"10456","Palma D'ebre, La",2006,"Ribera d'Ebre",398,26.04,14.24,7.39,0.02,119.85,28.05,122.35,427.25,NA,0,NA
"10457","Palma D'ebre, La",2010,"Ribera d'Ebre",425,22.44,13.6,9.72,0,107.69,22.61,156.64,476.25,NA,0,NA
"10458","Palma D'ebre, La",2011,"Ribera d'Ebre",417,21.07,11.66,9.48,0,115.52,25.55,140.38,452.16,NA,0,NA
"10459","Palma D'ebre, La",2015,"Ribera d'Ebre",376,10.29,10.88,9.54,0,170.55,40.7,93.44,419.06,NA,0,NA
"10460","Palma D'ebre, La",2012,"Ribera d'Ebre",396,24.47,13,10.68,0,220.4,49.78,88.05,442.74,NA,0,NA
