"","Municipi","Any","Comarca","Població","paper_cartro","vidre","envasos","piles","kg_hab_any_recollida","rs_rm","suma_fraccio_resta","kg_hab_any","model_rs","percentatge_poblacio_pap","fraccions_pap"
"3118","Calafell",2017,"Baix Penedès",24898,627.7,560.25,365.46,1.24,186.22,24.09,14606.77,772.89,NA,0,NA
"3119","Calafell",2019,"Baix Penedès",26538,827.29,790.85,638.97,0.77,256.57,33.79,13341.77,759.32,NA,0,NA
"3120","Calafell",2015,"Baix Penedès",24256,370.09,448.78,272.66,1.23,181.06,21.72,15832.06,833.77,NA,0,NA
"3121","Calders",2017,"Moianès",962,21.16,37.31,18.61,0.01,149.16,25.51,419,584.71,"Porta a porta",0,"4"
"3122","Calders",2000,"Bages",647,7.6,13.7,0.85,0,34.28,3.82,558.3,897.19,"Porta a porta",0,"4"
"3123","Calders",2009,"Bages",899,25.33,35.41,20.45,0,201.39,30.15,419.41,667.92,"Porta a porta",0,"4"
"3124","Calders",2002,"Bages",788,19.57,25.06,5.76,0,64.64,8.7,534.24,742.61,"Porta a porta",0,"4"
"3125","Calders",2011,"Bages",955,25.03,34.05,17.04,0,171.09,30.91,365.27,553.57,"Porta a porta",0,"4"
"3126","Calders",2013,"Bages",953,20.6,22.85,15.2,0,143.17,26.42,379.91,541.81,"Porta a porta",0,"4"
"3127","Calders",2014,"Bages",949,20.4,32.03,15.95,0,116.19,21.59,400.54,538.26,"Porta a porta",0,"4"
"3128","Calders",2001,"Bages",647,13.33,21.9,3.78,0,60.33,7.59,475,794.49,"Porta a porta",0,"4"
"3129","Calders",2016,"Moianès",953,21.71,28.04,18.61,0.01,113.14,21.83,386.02,518.2,"Porta a porta",0,"4"
"3130","Calders",2003,"Bages",781,31.05,27.96,10.86,0,89.54,10.38,603.61,862.4,"Porta a porta",0,"4"
"3131","Calders",2015,"Moianès",968,22.8,33.03,16.24,0.02,108.07,20.79,398.46,519.7,"Porta a porta",0,"4"
"3132","Calders",2007,"Bages",868,29.72,31.89,13.89,0,202.01,28.25,445.4,715.14,"Porta a porta",0,"4"
"3133","Calders",2006,"Bages",833,27.56,31.15,13.41,0,141.89,21.01,444.34,675.31,"Porta a porta",0,"4"
"3134","Calders",2012,"Bages",955,24.28,28.83,15.13,0,159.93,29.68,361.78,538.75,"Porta a porta",0,"4"
"3135","Calders",2018,"Moianès",946,27.75,42.65,25.87,0,179.47,27.37,450.46,655.65,"Porta a porta",0,"4"
"3136","Calders",2005,"Bages",810,27.78,26.66,10.7,0,92.82,13.77,470.8,674.05,"Porta a porta",0,"4"
"3137","Calders",2010,"Bages",934,28.67,38.32,18.14,0,204.78,31.78,410.55,644.34,"Porta a porta",0,"4"
"3138","Calders",2004,"Bages",803,31.27,34.42,12.02,0,98.32,12.94,531.07,759.68,"Porta a porta",0,"4"
"3140","Calders",2008,"Bages",914,32.27,34.57,17.79,0,201.97,30.54,419.81,661.28,"Porta a porta",0,"4"
"3141","Caldes D'estrac",2000,"Maresme",1751,35.61,41.05,7.66,0,95.78,8.8,1737.71,1088.19,NA,0,NA
"3142","Caldes D'estrac",2001,"Maresme",1751,37.14,43.8,12.29,0,53.28,4.99,1778.18,1068.8,NA,0,NA
"3143","Caldes D'estrac",2002,"Maresme",1974,50.29,44.41,18.11,0,57.2,5.2,2057.18,1099.33,NA,0,NA
"3144","Caldes D'estrac",2003,"Maresme",2310,80.57,48.2,25.79,0,66.95,7.03,2043.8,951.71,NA,0,NA
"3145","Caldes D'estrac",2004,"Maresme",2448,70.32,44.66,22.03,0,56.02,6.86,1861.46,816.42,NA,0,NA
"3146","Caldes D'estrac",2005,"Maresme",2508,61.86,52.69,20.07,0,53.69,6.78,1850.84,791.66,NA,0,NA
"3147","Caldes D'estrac",2006,"Maresme",2607,53.1,53.59,24.6,0,50.43,6.28,1961.94,802.99,NA,0,NA
"3148","Caldes D'estrac",2007,"Maresme",2672,69.75,72.79,21.82,0,61.59,7.67,1980.94,802.96,NA,0,NA
"3149","Caldes D'estrac",2008,"Maresme",2735,71.24,86.97,26.14,0.06,76.79,9.28,2052.52,827.25,NA,0,NA
"3150","Caldes D'estrac",2009,"Maresme",2799,72.13,84.61,30.99,0.04,104.55,12.55,2039.58,833.23,NA,0,NA
"3151","Caldes D'estrac",2010,"Maresme",2783,86.28,87.3,41.63,0.06,164.95,23.38,1504.56,705.57,NA,0,NA
"3152","Caldes D'estrac",2017,"Maresme",2823,65.42,120.99,73.34,0.14,404.99,55.35,922.42,731.74,NA,0,NA
"3153","Caldes D'estrac",2015,"Maresme",2717,56.45,104.08,65.08,0.17,283.52,47.87,839,592.32,NA,0,NA
"3154","Caldes D'estrac",2011,"Maresme",2776,82.42,90.51,46.63,0.08,149.85,22.66,1419.89,661.33,NA,0,NA
"3155","Caldes D'estrac",2012,"Maresme",2773,69.29,81.71,43.59,0.07,124.58,19.82,1398,628.73,NA,0,NA
"3156","Caldes D'estrac",2019,"Maresme",2982,96.23,131.74,93.72,0.14,302.57,48.81,946.4,619.94,NA,0,NA
"3157","Caldes D'estrac",2016,"Maresme",2766,64.49,112.14,64.16,0.2,417.41,56.46,890.26,739.27,NA,0,NA
"3158","Caldes D'estrac",2013,"Maresme",2760,97.27,140.12,74.06,0.08,249.32,39.69,1045.6,628.16,NA,0,NA
"3159","Caldes D'estrac",2014,"Maresme",2738,60.21,103.54,65.88,0.07,279.92,48.3,820.4,579.56,NA,0,NA
"3160","Caldes D'estrac",2018,"Maresme",2859,72.88,122.04,81.48,0.12,292.09,45.78,988.96,638,NA,0,NA
"3161","Caldes De Malavella",2000,"Selva",3598,90.49,75.4,20.93,0,88.02,11.15,2524.06,789.54,NA,0,NA
"3162","Caldes De Malavella",2001,"Selva",3598,87.41,64.4,21.32,0,109.39,11.93,2904.83,916.73,NA,0,NA
"3163","Caldes De Malavella",2002,"Selva",4225,84.95,76.6,32.4,0,90.95,10.66,3220.91,853.29,NA,0,NA
"3164","Caldes De Malavella",2003,"Selva",4602,100.07,94,37.01,0.05,99.22,11.16,3636.42,889.4,NA,0,NA
"3165","Caldes De Malavella",2004,"Selva",4925,110.54,121.2,39.42,0,69.09,9.02,3432.65,766.08,NA,0,NA
"3166","Caldes De Malavella",2005,"Selva",5280,122.64,107.2,47.66,0,52.57,7.03,3670.14,747.67,NA,0,NA
"3167","Caldes De Malavella",2006,"Selva",5674,180.3,129.2,62.22,0,65.56,10.49,3173.28,624.83,NA,0,NA
"3168","Caldes De Malavella",2007,"Selva",6067,205.57,163.6,77.57,0,73.69,11.9,3308.98,619.1,NA,0,NA
"3169","Caldes De Malavella",2008,"Selva",6459,224.41,161,101.55,0,96.7,16.76,3102.1,576.97,NA,0,NA
"3170","Caldes De Malavella",2009,"Selva",6710,252.29,153.4,131.76,0,139.83,26.88,2551.58,520.09,NA,0,NA
"3171","Caldes De Malavella",2010,"Selva",6920,217.92,146.02,122.91,0.26,294.73,43.55,2643.76,676.78,NA,0,NA
"3172","Caldes De Malavella",2015,"Selva",7166,187.24,152.13,128.45,0.7,242.83,40.28,2579.58,602.8,NA,0,NA
"3173","Caldes De Malavella",2011,"Selva",6998,218.72,177.89,131.52,0.45,238.68,36.32,2929.04,657.24,NA,0,NA
"3174","Caldes De Malavella",2012,"Selva",7071,182.34,142.71,124.09,0.69,226.08,36.64,2763.96,616.97,NA,0,NA
"3175","Caldes De Malavella",2013,"Selva",7032,151.96,155.54,115.12,0.41,266.54,45.44,2250.66,586.6,NA,0,NA
"3176","Caldes De Malavella",2014,"Selva",7130,172.51,156.22,123.84,0.53,219.81,37.28,2636.81,589.63,NA,0,NA
"3177","Caldes De Malavella",2017,"Selva",7351,221.43,170.03,156.59,0.51,204.05,33.23,3013.32,613.97,NA,0,NA
"3178","Caldes De Malavella",2016,"Selva",7220,199.04,186.77,139.94,0.71,200.49,32.48,3008.93,617.24,NA,0,NA
"3179","Caldes De Malavella",2018,"Selva",7458,246.77,230.64,182.12,0.36,230.19,35.46,3125.28,649.24,NA,0,NA
"3180","Caldes De Malavella",2019,"Selva",7641,247.25,208.15,204.61,0.66,241.86,43.86,2365.59,551.45,NA,0,NA
"3181","Caldes De Montbui",2006,"Vallès Oriental",15941,470.28,277.2,141.79,1.5,163.17,28.91,6395.79,564.39,NA,0,NA
"3182","Caldes De Montbui",2003,"Vallès Oriental",13803,284.45,212.39,88.31,0.52,141.28,24.08,6147.34,586.64,NA,0,NA
"3183","Caldes De Montbui",2000,"Vallès Oriental",12788,185.73,192.87,57.08,1.49,80.44,14.75,5945.5,545.37,NA,0,NA
"3184","Caldes De Montbui",2007,"Vallès Oriental",16159,519.72,292.14,170.63,1.46,174.18,30.86,6304.78,564.35,NA,0,NA
"3185","Caldes De Montbui",2004,"Vallès Oriental",15096,313.79,220.71,100.27,0.77,144.2,25.9,6227.27,556.71,NA,0,NA
"3186","Caldes De Montbui",2001,"Vallès Oriental",12788,205.65,190.3,70.38,0.28,133.85,23.01,5726.34,581.64,NA,0,NA
"3187","Caldes De Montbui",2008,"Vallès Oriental",16518,512.38,313.34,199.04,1.4,168.88,30.98,6214.57,545.11,NA,0,NA
"3188","Caldes De Montbui",2005,"Vallès Oriental",15536,498.13,229.75,123.25,0.93,162.61,28.69,6280.14,566.85,NA,0,NA
"3189","Caldes De Montbui",2002,"Vallès Oriental",13848,240.83,183.84,76.18,0.58,118.18,21.37,6020.14,552.91,NA,0,NA
"3190","Caldes De Montbui",2009,"Vallès Oriental",16885,489.28,319.56,228.62,1.83,177.96,33.86,5870.27,525.62,NA,0,NA
"3191","Caldes De Montbui",2010,"Vallès Oriental",17019,898.15,633.39,514.15,1.48,247.34,43.19,5537.14,572.69,NA,0,NA
"3192","Caldes De Montbui",2011,"Vallès Oriental",17186,397.44,352.15,277.97,0.92,187.46,38.41,5166.3,488.07,NA,0,NA
"3193","Caldes De Montbui",2012,"Vallès Oriental",17271,413.57,331.36,278.98,1.97,189.39,40.29,4847.86,470.09,NA,0,NA
"3194","Caldes De Montbui",2013,"Vallès Oriental",17156,391.51,323.16,265.9,1.73,183.57,40.62,4603.21,451.89,NA,0,NA
"3195","Caldes De Montbui",2014,"Vallès Oriental",17156,438.7,301.99,298.13,1.68,210.47,44.14,4569.39,476.81,NA,0,NA
"3196","Caldes De Montbui",2019,"Vallès Oriental",17554,574.64,387.21,480.08,1.35,282.17,53.27,4344.98,529.69,NA,0,NA
"3197","Caldes De Montbui",2015,"Vallès Oriental",17098,456.29,355.44,361.47,3.04,228.34,48.14,4205.08,474.28,NA,0,NA
"3198","Caldes De Montbui",2018,"Vallès Oriental",17449,526.93,395.58,434.77,2.99,274.26,52.61,4311.18,521.34,NA,0,NA
"3199","Caldes De Montbui",2017,"Vallès Oriental",17187,445.22,354.84,399.37,2.38,248.21,50.05,4258.06,495.96,NA,0,NA
"3200","Caldes De Montbui",2016,"Vallès Oriental",17137,452.12,352.83,377.82,2.82,234.97,48.69,4243.06,482.56,NA,0,NA
"3201","Calella",2003,"Maresme",15400,364.92,387.07,189.29,0.45,114.33,13.76,11034.74,830.87,NA,0,NA
"3202","Calella",2000,"Maresme",11687,789.2,514.55,829.66,5,584.61,39.25,10573.61,1489.34,NA,0,NA
"3203","Calella",2007,"Maresme",18034,1318.57,841.89,552.22,1.1,415.32,49.37,7680.06,841.19,NA,0,NA
"3204","Calella",2004,"Maresme",16008,384.49,367.93,196.48,0.34,102.65,13.07,10932.64,785.59,NA,0,NA
"3205","Calella",2001,"Maresme",11687,234.12,249.5,110.73,0.73,97.87,9.5,10896.45,1030.23,NA,0,NA
"3206","Calella",2008,"Maresme",18615,1348.96,863,706.34,1.08,381.15,49.28,7302.51,773.45,NA,0,NA
"3207","Calella",2005,"Maresme",16927,885.97,594.08,282.65,1.19,290.52,37.43,8220,776.13,NA,0,NA
"3208","Calella",2002,"Maresme",13694,320.76,251.91,146.95,0.61,89.2,9.67,11412.61,922.6,NA,0,NA
"3209","Calella",2009,"Maresme",18627,1106.1,748.56,575.92,1.69,350.06,48.55,6910.08,721.03,NA,0,NA
"3210","Calella",2006,"Maresme",17673,1092.8,609.32,350.08,1.2,337.55,42.27,8148.55,798.62,NA,0,NA
"3211","Calella",2010,"Maresme",18625,1092,666,547,0.96,323.66,46.86,6837,690.74,NA,0,NA
"3212","Calella",2014,"Maresme",18307,838.42,703.98,509.28,0.71,346.07,49.62,6433.45,697.49,NA,0,NA
"3213","Calella",2011,"Maresme",18694,997.69,758.81,580.94,0.96,331.89,47.99,6725.2,691.64,NA,0,NA
"3214","Calella",2012,"Maresme",18529,841.61,762.86,520.15,0.57,339.83,49.1,6528,692.14,NA,0,NA
"3215","Calella",2013,"Maresme",18469,812.75,728.42,519.56,0.72,323.97,48.46,6362.59,668.47,NA,0,NA
"3216","Calella",2016,"Maresme",18317,918.3,724.2,559.18,2.14,347.79,48.59,6739.72,715.74,NA,0,NA
"3217","Calella",2015,"Maresme",18226,863.77,696.36,522.36,1.51,338.92,48.98,6433.13,691.88,NA,0,NA
"3218","Calella",2018,"Maresme",18728,874.65,730.04,571.7,1.2,333.49,46.56,7168.74,716.27,NA,0,NA
"3219","Calella",2017,"Maresme",18481,875.46,701.58,539.6,1.77,339.69,46.8,7137.42,725.89,NA,0,NA
"3220","Calella",2019,"Maresme",19069,858.21,743.62,601.26,1.55,332.99,46.68,7253.28,713.36,NA,0,NA
"3221","Calldetenes",2000,"Osona",1802,0.79,32.16,2,0.09,40.08,6.98,961.94,573.9,"Porta a porta",0,"3"
"3222","Calldetenes",2001,"Osona",1802,0,18,167.99,0.17,118.54,21.36,786.29,554.88,"Porta a porta",0,"3"
"3223","Calldetenes",2003,"Osona",2098,0.41,56.2,218.55,0.02,245.81,75.22,169.88,326.79,"Porta a porta",100,"3"
"3224","Calldetenes",2012,"Osona",2441,136.68,66.81,70.32,0.03,193.04,68.34,218.35,282.5,"Porta a porta",100,"3"
"3225","Calldetenes",2005,"Osona",2183,164.77,66.83,88.67,0.02,268.63,75.05,194.95,357.93,"Porta a porta",100,"3"
"3226","Calldetenes",2015,"Osona",2427,67.71,53.06,42.29,0.29,166.44,60.57,263.01,274.8,"Porta a porta",100,"3"
"3227","Calldetenes",2013,"Osona",2479,84.84,51.52,39.92,0.03,161.7,66.2,204.69,244.27,"Porta a porta",100,"3"
"3228","Calldetenes",2008,"Osona",2329,20.2,14.48,9.03,0.02,122.57,56.13,223.1,218.36,"Porta a porta",100,"3"
"3229","Calldetenes",2014,"Osona",2429,83.48,52.45,44.95,0.03,175.4,62.87,251.59,278.98,"Porta a porta",100,"3"
"3230","Calldetenes",2018,"Osona",2497,113.88,57.06,69.73,0.13,204.42,77.95,144.35,262.22,"Porta a porta",100,"3"
"3231","Calldetenes",2006,"Osona",2214,141.31,58.76,55.8,0.16,228.17,76.13,158.37,299.7,"Porta a porta",100,"3"
"3232","Calldetenes",2004,"Osona",2143,241.69,72.11,0.21,0,273.17,77.7,167.99,351.56,"Porta a porta",100,"3"
"3233","Calldetenes",2019,"Osona",2489,156.81,55.75,91.51,0.05,231.51,79.68,146.94,290.55,"Porta a porta",100,"3"
"3234","Calldetenes",2009,"Osona",2391,48,61.81,3.14,0,417.89,81.27,230.33,514.22,"Porta a porta",100,"3"
"3235","Calldetenes",2007,"Osona",2252,128.94,53.45,55.1,0.03,221.05,77.54,144.16,285.06,"Porta a porta",100,"3"
"3236","Calldetenes",2011,"Osona",2426,68.79,4.78,41.01,0.03,203.29,67.65,235.79,300.49,"Porta a porta",100,"3"
"3237","Calldetenes",2010,"Osona",2425,28.39,68.49,207.24,0,521.72,84.33,235.03,618.64,"Porta a porta",100,"3"
"3238","Calldetenes",2016,"Osona",2418,78.5,51.7,43.76,0.22,163.58,57,298.41,286.99,"Porta a porta",100,"3"
"3240","Calldetenes",2017,"Osona",2446,107.2,53.17,58.8,0.11,188.84,69.09,206.66,273.33,"Porta a porta",100,"3"
"3241","Callús",2000,"Bages",1345,23.85,18.7,3.3,0,34.14,8.49,494.8,402.02,NA,0,NA
"3242","Callús",2001,"Bages",1345,28.27,19.9,5.54,0,39.97,9.35,521,427.33,NA,0,NA
"3243","Callús",2002,"Bages",1338,43.88,23.07,10.15,0.15,86.95,19.83,470.37,438.5,NA,0,NA
"3244","Callús",2003,"Bages",1417,58.78,26.64,14.46,0.05,90.03,21.52,465.26,418.37,NA,0,NA
"3245","Callús",2004,"Bages",1427,63.99,25.35,22.57,0.31,97.66,23.12,463.38,422.38,NA,0,NA
"3246","Callús",2018,"Bages",2095,40.37,38.77,59.57,0.04,133.27,35.7,502.96,373.35,NA,0,NA
"3247","Callús",2005,"Bages",1477,50.63,22.58,14.71,0.01,73.1,18.15,487.03,402.84,NA,0,NA
"3248","Callús",2006,"Bages",1577,57.4,35.23,21.53,0.37,91.38,30.54,327.74,299.21,NA,0,NA
"3249","Callús",2017,"Bages",2067,38.35,28.66,50.15,0.07,122.87,33.54,503.22,366.32,NA,0,NA
"3250","Callús",2007,"Bages",1610,64.31,34.49,23.2,0.32,121.23,33.48,387.76,362.07,NA,0,NA
"3251","Callús",2008,"Bages",1675,60.52,32.29,61.56,0,162.85,42.02,376.34,387.53,NA,0,NA
"3252","Callús",2009,"Bages",1759,52.09,32.47,40.35,0.32,143.44,33.73,495.69,425.24,NA,0,NA
"3253","Callús",2016,"Bages",2057,42.39,32.6,60.98,0.03,130.32,36.89,458.59,353.26,NA,0,NA
"3254","Callús",2010,"Bages",1845,56.02,36.76,110.99,0,186.09,45.4,412.86,409.86,NA,0,NA
"3255","Callús",2011,"Bages",1940,53.86,34.74,56.61,0,127,33.55,487.89,378.49,NA,0,NA
"3256","Callús",2012,"Bages",1909,46.79,35.85,41.66,0,122.14,34.55,441.64,353.49,NA,0,NA
"3257","Callús",2013,"Bages",1896,40.69,37.18,37.45,0,140.19,36.32,466.05,386,NA,0,NA
"3258","Callús",2019,"Bages",2140,47.45,42.79,72.32,0.03,165.78,46.86,402.24,353.74,NA,0,NA
"3259","Callús",2014,"Bages",1985,41.19,40.75,40.23,0,131.38,37.68,431.31,348.66,NA,0,NA
"3260","Callús",2015,"Bages",2024,36.19,29.53,39.62,0.04,107.35,32.76,446,327.71,NA,0,NA
"3261","Calonge",2016,"Baix Empordà",10709,253.21,620.97,252.62,0.33,354.24,33.72,7455.89,1050.47,"Vorera i porta a porta",0,"5"
"3263","Calonge",2008,"Baix Empordà",10428,293.89,486.82,361.92,0.52,235.87,22.49,8478.42,1048.91,"Vorera i porta a porta",0,"5"
"3264","Calonge",2013,"Baix Empordà",10596,258.97,568.27,205.6,0.82,288.83,28.07,7844.2,1029.12,"Vorera i porta a porta",0,"5"
"3265","Calonge",2000,"Baix Empordà",5832,213.9,200.82,33.49,0.62,285.24,16.26,8566.81,1754.17,"Vorera i porta a porta",0,"5"
"3266","Calonge",2004,"Baix Empordà",8757,179.55,334.32,73.77,0.53,254.89,20.88,8459.9,1220.96,"Vorera i porta a porta",0,"5"
"3267","Calonge",2005,"Baix Empordà",9162,191.21,353.32,81.16,1.15,257.7,20.75,9015.6,1241.72,"Vorera i porta a porta",0,"5"
"3268","Calonge",2010,"Baix Empordà",10789,201.81,394.84,229.95,0.95,134.24,14.76,8363.98,909.48,"Vorera i porta a porta",0,"5"
"3269","Calonge",2003,"Baix Empordà",8282,188.61,304.48,75.88,0.63,276.37,21.19,8512.56,1304.21,"Vorera i porta a porta",0,"5"
"3270","Calonge",2012,"Baix Empordà",10851,345.19,546.33,362.58,0.94,317.79,30.19,7973.54,1052.61,"Vorera i porta a porta",0,"5"
"3271","Calonge",2009,"Baix Empordà",10637,256.32,392.84,206.45,0.49,94.31,10.76,8316.84,876.18,"Vorera i porta a porta",0,"5"
"3272","Calonge",2006,"Baix Empordà",9458,275.36,427.9,94.84,0.34,284.01,22.7,9145.3,1250.95,"Vorera i porta a porta",0,"5"
"3273","Calonge",2017,"Baix Empordà",10804,227.2,604.39,258.19,1.12,430.53,37.34,7804.54,1152.9,"Vorera i porta a porta",0,"5"
"3274","Calonge",2001,"Baix Empordà",5832,152.28,223.74,45.29,0.41,333.32,18.94,8318.41,1759.66,"Vorera i porta a porta",0,"5"
"3275","Calonge",2007,"Baix Empordà",10009,209.81,364.4,105.49,0.86,81.21,8.23,9059.4,986.33,"Vorera i porta a porta",0,"5"
"3276","Calonge",2002,"Baix Empordà",6650,165.43,271.86,83.38,0.68,310.19,19.39,8574.43,1599.58,"Vorera i porta a porta",0,"5"
"3277","Calonge",2015,"Baix Empordà",10520,247.76,562.81,232.77,0.44,317.97,31.04,7430.64,1024.3,"Vorera i porta a porta",0,"5"
"3278","Calonge",2018,"Baix Empordà",10897,292.16,501.3,318.89,1.22,338.02,31.84,7886.1,1061.71,"Vorera i porta a porta",0,"5"
"3279","Calonge",2011,"Baix Empordà",10761,286.93,513.92,280.25,0.65,309.07,28.87,8193.08,1070.44,"Vorera i porta a porta",0,"5"
"3280","Calonge",2014,"Baix Empordà",10541,267.54,456.32,220.8,0.92,357.75,33.5,7485.1,1067.84,"Vorera i porta a porta",0,"5"
"3281","Calonge De Segarra",2000,"Anoia",185,14.45,12,1.2,0,149.51,23.4,90.52,638.81,NA,0,NA
"3282","Calonge De Segarra",2001,"Anoia",185,1.76,0.89,0.35,0,16.24,3.15,92.48,516.13,NA,0,NA
"3283","Calonge De Segarra",2002,"Anoia",197,9.65,1.6,1.7,0,65.78,11.8,96.84,557.36,NA,0,NA
"3284","Calonge De Segarra",2003,"Anoia",192,9.65,1.6,1.7,0,67.5,11.8,96.84,571.87,NA,0,NA
"3285","Calonge De Segarra",2004,"Anoia",200,9.65,1.6,1.7,0,64.84,11.81,96.84,549.04,NA,0,NA
"3286","Calonge De Segarra",2005,"Anoia",206,12.92,1.57,2.72,0,83.55,14.32,103,583.55,NA,0,NA
"3287","Calonge De Segarra",2006,"Anoia",205,13.57,1.58,2.92,0,88.21,14.63,105.49,602.79,NA,0,NA
"3288","Calonge De Segarra",2007,"Anoia",205,3.02,10.76,0.6,0,70.19,15.72,77.15,446.53,NA,0,NA
"3289","Calonge De Segarra",2008,"Anoia",201,1,4.81,0.47,0,31.32,6.16,95.96,508.73,NA,0,NA
"3290","Calonge De Segarra",2009,"Anoia",196,1.65,2.54,0.67,0,24.88,5.17,89.38,480.9,NA,0,NA
"3291","Calonge De Segarra",2010,"Anoia",194,1.58,9.22,0.89,0,82.15,17.7,74.12,464.21,NA,0,NA
"3292","Calonge De Segarra",2011,"Anoia",198,2.22,7.8,2.3,0,78.43,17.5,73.23,448.28,NA,0,NA
"3293","Calonge De Segarra",2018,"Anoia",191,1.81,2.62,3.12,0.01,114.11,20.89,82.56,546.36,NA,0,NA
"3294","Calonge De Segarra",2015,"Anoia",197,1.77,3.79,2.61,0,108.19,21.88,76.09,494.44,NA,0,NA
"3295","Calonge De Segarra",2012,"Anoia",201,2.18,3.95,3.01,0,111.91,24.37,69.79,459.12,NA,0,NA
"3296","Calonge De Segarra",2016,"Anoia",191,1.91,4.49,2.5,0.01,107.83,21.42,75.55,503.38,NA,0,NA
"3297","Calonge De Segarra",2014,"Anoia",202,2.01,3.89,2.51,0,98.02,20.56,76.53,476.89,NA,0,NA
"3298","Calonge De Segarra",2013,"Anoia",203,2.14,3.97,2.65,0,104.73,23.41,69.54,447.29,NA,0,NA
"3299","Calonge De Segarra",2019,"Anoia",188,6.4,7.4,7.55,0.01,268.07,66.51,25.38,403.07,NA,0,NA
"3300","Calonge De Segarra",2017,"Anoia",198,1.74,3.17,2.54,0.01,104.18,20.84,78.34,499.83,NA,0,NA
"3301","Camarasa",2000,"Noguera",897,9.87,29.8,2.59,0.02,48.11,7.22,554.47,666.25,NA,0,NA
"3302","Camarasa",2001,"Noguera",897,2.81,29,2.12,0.04,43.9,5.51,674.71,796.09,NA,0,NA
"3303","Camarasa",2002,"Noguera",876,12.72,27.8,7.74,0.03,60.88,6.72,739.76,905.36,NA,0,NA
"3304","Camarasa",2003,"Noguera",886,12.22,32.6,8.81,0.02,67.98,7.17,779.93,948.26,NA,0,NA
"3305","Camarasa",2004,"Noguera",903,10.54,39.6,4.83,0.02,67.14,7.51,746.6,893.94,NA,0,NA
"3306","Camarasa",2005,"Noguera",926,12.4,30.8,5.95,0.03,59.07,9.73,507.43,607.05,NA,0,NA
"3307","Camarasa",2006,"Noguera",931,14.8,17.09,6.52,0.04,47.81,9.27,435.48,515.56,NA,0,NA
"3308","Camarasa",2007,"Noguera",933,19.73,15.49,7.67,0.05,69.64,14.79,374.5,471.04,NA,0,NA
"3309","Camarasa",2008,"Noguera",948,17.27,15.39,9.47,0.04,79.56,19.35,314.31,411.11,NA,0,NA
"3310","Camarasa",2009,"Noguera",991,18.9,15.67,9.2,0,119.2,27.17,316.65,438.72,NA,0,NA
"3311","Camarasa",2016,"Noguera",879,11.66,15.59,9.37,0.02,116.49,22.62,350.34,515.06,NA,0,NA
"3312","Camarasa",2010,"Noguera",979,17.13,17.65,9.96,0.04,110.87,20.74,414.89,534.66,NA,0,NA
"3313","Camarasa",2015,"Noguera",903,10.89,13.6,8.63,0.06,97.54,19.45,364.73,501.45,NA,0,NA
"3314","Camarasa",2014,"Noguera",911,10.58,14,8.96,0,116.31,22.09,373.73,526.55,NA,0,NA
"3315","Camarasa",2011,"Noguera",949,13,15.92,9.95,0.08,106.73,18.23,454.35,585.5,NA,0,NA
"3316","Camarasa",2018,"Noguera",842,14.16,15.28,11.52,0.03,142.74,25.85,344.77,552.21,NA,0,NA
"3317","Camarasa",2012,"Noguera",945,10.82,14.95,9.6,0.01,91.31,17.52,406.19,521.14,NA,0,NA
"3318","Camarasa",2013,"Noguera",941,13.27,21.44,12.44,0.04,132.68,25.2,370.64,526.55,NA,0,NA
"3319","Camarasa",2017,"Noguera",863,11.37,14.97,9.56,0.07,117.54,21.73,365.41,540.96,NA,0,NA
"3320","Camarasa",2019,"Noguera",817,33.41,29.14,29.29,0.04,211.15,40.33,255.29,523.62,NA,0,NA
"3321","Camarles",2000,"Baix Ebre",2953,21.64,20.73,1.59,0,14.93,3.87,1094.36,385.53,NA,0,NA
"3322","Camarles",2004,"Baix Ebre",3101,21.59,34.47,11.91,0,21.98,5.29,1220.42,415.53,NA,0,NA
"3323","Camarles",2001,"Baix Ebre",2953,9.82,25.98,4.35,0,13.63,3.56,1088.92,382.38,NA,0,NA
"3324","Camarles",2005,"Baix Ebre",3279,23.45,34.03,15.48,0,22.27,5.2,1332.07,428.51,NA,0,NA
"3325","Camarles",2002,"Baix Ebre",2912,17.53,34.02,7.25,0,20.24,5.13,1088.92,394.18,NA,0,NA
"3326","Camarles",2006,"Baix Ebre",3371,29.76,29.56,17.35,0,22.82,4.66,1572.15,489.2,NA,0,NA
"3327","Camarles",2003,"Baix Ebre",3060,17.77,33.27,10.43,0,20.14,4.94,1185.89,407.68,NA,0,NA
"3328","Camarles",2007,"Baix Ebre",3479,38.69,67.06,18.88,0,62.95,11.67,1658.24,539.6,NA,0,NA
"3329","Camarles",2008,"Baix Ebre",3629,88.55,61.38,43.57,0,125.12,26.91,1233.13,464.92,NA,0,NA
"3330","Camarles",2009,"Baix Ebre",3555,96.89,76.2,49.73,0.16,188.27,44.75,826.51,420.77,NA,0,NA
"3331","Camarles",2010,"Baix Ebre",3617,97.41,58.34,53.19,0,174.97,42.06,871.82,416,NA,0,NA
"3332","Camarles",2011,"Baix Ebre",3600,92.96,72.51,61.39,0,176.96,42.22,871.9,419.15,NA,0,NA
"3333","Camarles",2012,"Baix Ebre",3609,90.67,63.7,60.32,0,178.76,46.21,751.09,386.87,NA,0,NA
"3334","Camarles",2013,"Baix Ebre",3628,78.27,67.96,48.88,0,169.13,46.11,717.01,366.76,NA,0,NA
